LOAN_ID,CIF_NO,PRODUCTFLAG,BRANCH_ID,EMPID,STATUS,DISBURSAL_DATE,EMI_END_DATE,AMOUNT_FIN,RATE_OF_INTEREST,DPD,EMI_OVERDUE,PRINCIPAL_OUTSTANDING
901144,700720,TWL,16,2037,CLOSED,2025-06-30,2026-11-30,249100.0,14.13,0,0,0.0
901145,700720,MFI,6,2042,CLOSED,2025-02-02,2026-02-02,75700.0,21.94,0,0,0.0
901146,700721,MFI,19,2116,ACTIVE,2024-09-25,2025-07-25,41900.0,24.93,14,1,4588.2
901147,700722,AL,2,2105,CLOSED,2022-12-03,2026-03-03,2785600.0,11.17,0,0,0.0
901148,700723,PL,20,2056,ACTIVE,2023-05-21,2024-05-21,766800.0,14.98,31,1,68349.61
901149,700723,MFI,19,2081,ACTIVE,2024-01-22,2024-07-22,19900.0,20.12,17,1,3456.05
901150,700724,CL,6,2042,ACTIVE,2023-03-16,2024-09-16,319700.0,13.68,53,1,19523.8
901151,700724,MFI,4,2085,ACTIVE,2025-08-22,2026-08-22,14900.0,19.7,253,8,10253.09
901152,700724,TWL,10,2101,ACTIVE,2024-08-12,2025-08-12,107900.0,11.95,319,10,90795.74
901153,700725,LAP,13,2054,CLOSED,2022-07-26,2027-04-26,10990100.0,12.03,0,0,0.0
901154,700725,GL,2,2108,CLOSED,2023-10-01,2024-07-01,518500.0,9.65,0,0,0.0
901155,700725,GL,12,2086,ACTIVE,2019-10-17,2020-08-17,693500.0,9.37,38,1,71802.38
901156,700726,EL,8,2034,ACTIVE,2025-11-29,2029-06-29,1799500.0,10.3,62,2,99167.42
901157,700727,MFI,11,2039,ACTIVE,2019-03-23,2019-10-23,41600.0,21.67,225,7,41600.0
901158,700728,TWL,11,2048,CLOSED,2021-07-23,2022-11-23,32400.0,12.1,0,0,0.0
901159,700729,PL,2,2108,ACTIVE,2020-11-17,2022-09-17,894200.0,18.47,283,9,402414.22
901160,700730,TWL,4,2091,CLOSED,2025-05-31,2027-04-30,53000.0,13.14,0,0,0.0
901161,700730,PL,10,2095,ACTIVE,2025-04-03,2027-02-03,856100.0,16.42,27,3,132345.32
901162,700731,PL,23,2069,CLOSED,2024-06-04,2026-03-04,400200.0,18.14,0,0,0.0
901163,700732,LAP,21,2088,ACTIVE,2023-12-04,2030-06-04,12368800.0,10.99,13,1,220574.82
901164,700732,GL,3,2110,ACTIVE,2023-11-15,2024-05-15,465000.0,8.75,20,2,157257.59
901165,700732,BL,4,2091,ACTIVE,2024-01-09,2026-09-09,4601600.0,16.84,204,6,1025942.4
901166,700733,CL,1,2020,ACTIVE,2025-04-05,2026-07-05,33300.0,17.23,155,5,11899.94
901167,700734,TWL,20,2031,CLOSED,2019-11-23,2021-02-23,30500.0,12.64,0,0,0.0
901168,700735,BL,25,2013,CLOSED,2021-05-23,2025-09-23,3528400.0,17.99,0,0,0.0
901169,700736,LAP,4,2085,CLOSED,2024-03-07,2028-08-07,10046100.0,11.39,0,0,0.0
901170,700736,AL,1,2004,CLOSED,2025-05-17,2027-09-17,120800.0,11.25,0,0,0.0
901171,700736,CL,11,2030,CLOSED,2020-09-19,2021-09-19,75700.0,15.29,0,0,0.0
901172,700737,AL,15,2074,CLOSED,2024-06-06,2025-11-06,100200.0,10.53,0,0,0.0
901173,700737,BL,18,2077,ACTIVE,2018-03-11,2020-06-11,373900.0,16.42,365,12,183184.03
901174,700737,AL,11,2064,CLOSED,2019-05-03,2022-06-03,930100.0,10.26,0,0,0.0
901175,700738,MFI,8,2076,ACTIVE,2021-10-08,2022-10-08,17400.0,19.53,193,6,9121.03
901176,700738,BL,13,2054,CLOSED,2024-02-21,2026-09-21,3830500.0,15.35,0,0,0.0
901177,700739,AL,13,2107,ACTIVE,2019-02-24,2022-05-24,141700.0,12.23,2,1,4376.76
901178,700739,PL,12,2096,CLOSED,2023-01-22,2024-08-22,951600.0,19.34,0,0,0.0
901179,700739,PL,12,2033,ACTIVE,2024-01-27,2025-08-27,1358400.0,19.72,51,1,82462.17
901180,700740,HL,24,2063,ACTIVE,2018-01-06,2024-06-06,9580700.0,9.04,194,6,961119.77
901181,700741,GL,17,2051,CLOSED,2018-11-20,2019-05-20,977800.0,8.26,0,0,0.0
901182,700741,AL,14,2119,CLOSED,2021-03-21,2023-07-21,2756100.0,10.39,0,0,0.0
901183,700742,PL,1,2049,ACTIVE,2022-07-23,2024-03-23,59100.0,16.46,43,1,3352.94
901184,700743,EL,9,2057,CLOSED,2024-09-21,2027-08-21,84000.0,8.52,0,0,0.0
901185,700743,GL,8,2114,ACTIVE,2024-12-11,2025-08-11,249100.0,7.55,71,2,63451.61
901186,700743,EL,2,2118,CLOSED,2024-12-07,2028-01-07,1429800.0,8.78,0,0,0.0
901187,700744,PL,17,2028,CLOSED,2025-02-11,2026-12-11,636700.0,15.58,0,0,0.0
901188,700745,HL,6,2044,CLOSED,2018-03-30,2022-03-30,2401300.0,10.53,0,0,0.0
901189,700746,MFI,9,2006,CLOSED,2024-05-19,2025-03-19,95800.0,19.5,0,0,0.0
901190,700746,TWL,20,2080,CLOSED,2024-01-17,2025-08-17,77000.0,11.31,0,0,0.0
901191,700747,CL,5,2035,CLOSED,2025-04-09,2026-09-09,396000.0,15.61,0,0,0.0
901192,700748,PL,22,2022,CLOSED,2021-07-01,2022-09-01,227100.0,17.61,0,0,0.0
901193,700749,PL,15,2015,ACTIVE,2025-03-12,2026-09-12,778300.0,13.72,10,2,94548.47
901194,700749,AL,22,2093,ACTIVE,2019-01-12,2022-05-12,2390500.0,9.83,50,1,69758.18
901195,700750,EL,21,2113,ACTIVE,2025-10-10,2028-11-10,1642800.0,8.06,44,1,49957.98
901196,700751,MFI,4,2085,CLOSED,2022-05-26,2023-02-26,16600.0,20.2,0,0,0.0
901197,700752,EL,12,2072,ACTIVE,2018-12-30,2022-05-30,1283600.0,9.1,8,1,36268.67
901198,700752,LAP,12,2096,ACTIVE,2018-09-26,2023-06-26,8006800.0,10.18,38,2,351011.87
901199,700753,PL,4,2085,CLOSED,2023-11-09,2025-03-09,884900.0,16.74,0,0,0.0
901200,700754,MFI,8,2076,CLOSED,2024-08-29,2025-02-28,26700.0,22.92,0,0,0.0
901201,700755,PL,15,2012,CLOSED,2025-09-02,2027-01-02,618100.0,16.62,0,0,0.0
901202,700755,BL,17,2051,CLOSED,2023-07-10,2027-08-10,2940600.0,17.43,0,0,0.0
901203,700756,AL,21,2008,CLOSED,2022-12-22,2025-02-22,543700.0,9.68,0,0,0.0
901204,700756,MFI,21,2113,CLOSED,2019-01-13,2019-12-13,96700.0,19.03,0,0,0.0
901205,700756,GL,18,2077,CLOSED,2024-12-21,2025-10-21,1675200.0,7.82,0,0,0.0
901206,700757,EL,17,2055,ACTIVE,2025-04-11,2028-12-11,2556400.0,11.12,50,1,70360.44
901207,700758,LAP,15,2073,CLOSED,2025-08-25,2030-03-25,12850100.0,11.83,0,0,0.0
901208,700758,LAP,16,2037,CLOSED,2022-08-12,2026-03-12,9642000.0,11.74,0,0,0.0
901209,700759,AL,9,2006,ACTIVE,2025-11-25,2027-07-25,2528400.0,12.54,157,5,682203.47
901210,700759,PL,10,2101,CLOSED,2025-04-10,2027-02-10,418600.0,20.2,0,0,0.0
901211,700760,PL,6,2044,CLOSED,2020-04-21,2021-12-21,281500.0,15.56,0,0,0.0
901212,700761,PL,14,2043,ACTIVE,2025-10-29,2026-11-29,1428400.0,14.32,103,3,349445.86
901213,700761,EL,14,2050,CLOSED,2025-11-02,2029-09-02,90000.0,9.22,0,0,0.0
901214,700762,HL,1,2032,ACTIVE,2025-05-26,2032-04-26,758500.0,10.61,46,1,12823.46
901215,700763,AL,9,2006,CLOSED,2023-07-19,2026-07-19,225800.0,11.25,0,0,0.0
901216,700763,EL,10,2095,ACTIVE,2025-03-03,2027-08-03,1837300.0,9.97,13,2,141346.81
901217,700764,TWL,10,2095,ACTIVE,2025-07-25,2026-12-25,233000.0,11.62,187,6,86626.69
901218,700764,PL,17,2028,CLOSED,2025-01-09,2027-01-09,69100.0,13.2,0,0,0.0
901219,700765,TWL,8,2070,CLOSED,2024-05-05,2026-04-05,271200.0,13.22,0,0,0.0
901220,700766,GL,19,2116,CLOSED,2020-02-16,2020-08-16,594600.0,10.0,0,0,0.0
901221,700767,GL,17,2055,CLOSED,2019-02-03,2019-10-03,370100.0,10.26,0,0,0.0
901222,700768,GL,6,2044,CLOSED,2023-04-21,2024-04-21,1281400.0,10.58,0,0,0.0
901223,700769,CL,14,2082,CLOSED,2018-05-28,2019-07-28,343600.0,13.88,0,0,0.0
901224,700770,GL,8,2076,CLOSED,2025-05-05,2026-01-05,317400.0,9.55,0,0,0.0
901225,700771,PL,25,2011,ACTIVE,2022-12-31,2024-02-29,702800.0,13.79,53,1,54012.98
901226,700772,MFI,10,2071,CLOSED,2025-11-22,2026-07-22,91000.0,20.13,0,0,0.0
901227,700772,BL,14,2119,CLOSED,2024-03-23,2027-11-23,821100.0,16.22,0,0,0.0
901228,700772,PL,14,2050,ACTIVE,2024-08-24,2026-04-24,949300.0,14.04,42,1,52891.83
901229,700773,GL,18,2103,ACTIVE,2019-12-01,2020-12-01,1574100.0,9.65,294,9,1194643.11
901230,700773,GL,22,2093,CLOSED,2020-01-29,2020-09-29,474700.0,9.6,0,0,0.0
901231,700774,TWL,4,2115,CLOSED,2019-10-31,2021-09-30,30600.0,13.94,0,0,0.0
901232,700774,TWL,23,2005,ACTIVE,2023-05-17,2024-05-17,94100.0,13.69,293,9,71761.91
901233,700775,GL,12,2017,CLOSED,2023-02-05,2024-02-05,271400.0,8.01,0,0,0.0
901234,700776,EL,24,2047,CLOSED,2024-05-27,2029-03-27,2993100.0,9.7,0,0,0.0
901235,700777,AL,14,2050,CLOSED,2022-08-05,2025-10-05,1679000.0,10.87,0,0,0.0
901236,700777,AL,22,2093,CLOSED,2018-02-12,2019-05-12,537000.0,10.51,0,0,0.0
901237,700777,AL,17,2028,ACTIVE,2025-05-20,2027-01-20,2505200.0,10.64,323,10,1307851.31
901238,700778,GL,4,2115,CLOSED,2025-10-09,2026-06-09,30700.0,10.0,0,0,0.0
901239,700779,PL,16,2037,CLOSED,2025-12-26,2027-09-26,212700.0,14.11,0,0,0.0
901240,700779,CL,16,2027,CLOSED,2021-01-09,2022-02-09,92800.0,13.66,0,0,0.0
901241,700780,EL,2,2104,ACTIVE,2025-11-07,2030-03-07,2987900.0,10.47,16,1,71102.31
901242,700781,CL,11,2030,CLOSED,2018-01-16,2018-08-16,362500.0,17.79,0,0,0.0
901243,700781,HL,6,2053,CLOSED,2021-03-06,2025-07-06,1488400.0,11.03,0,0,0.0
901244,700782,TWL,10,2045,CLOSED,2018-07-02,2020-03-02,135100.0,13.91,0,0,0.0
901245,700783,PL,23,2069,ACTIVE,2022-09-07,2024-05-07,502300.0,15.04,27,2,56044.89
901246,700784,CL,20,2080,ACTIVE,2025-01-05,2025-08-05,89700.0,12.44,22,1,13214.14
901247,700785,GL,15,2012,ACTIVE,2021-01-28,2021-09-28,1350400.0,9.12,44,1,173306.82
901248,700786,GL,7,2010,CLOSED,2025-10-07,2026-09-07,1768800.0,9.91,0,0,0.0
901249,700786,MFI,7,2079,ACTIVE,2024-11-01,2025-11-01,9900.0,22.96,278,9,7631.92
901250,700787,MFI,25,2061,CLOSED,2022-08-22,2023-03-22,59800.0,18.67,0,0,0.0
901251,700787,EL,25,2061,ACTIVE,2022-03-16,2026-05-16,787500.0,8.0,5,2,36776.87
901252,700788,BL,19,2109,ACTIVE,2019-02-27,2021-07-27,622000.0,16.88,30,1,25903.69
901253,700789,BL,5,2102,ACTIVE,2023-04-26,2024-04-26,4544900.0,17.47,49,1,409568.25
901254,700790,GL,11,2064,ACTIVE,2022-10-09,2023-05-09,368900.0,9.93,14,1,54011.8
901255,700791,MFI,12,2086,CLOSED,2019-10-27,2020-10-27,34500.0,22.59,0,0,0.0
901256,700792,TWL,8,2034,CLOSED,2022-06-18,2023-11-18,71100.0,14.57,0,0,0.0
901257,700793,MFI,16,2024,ACTIVE,2025-12-29,2026-06-29,8100.0,22.71,14,1,1414.06
901258,700793,PL,23,2023,ACTIVE,2024-10-06,2026-01-06,1291000.0,18.83,332,11,975653.36
901259,700794,TWL,11,2064,CLOSED,2024-03-05,2025-12-05,63700.0,11.34,0,0,0.0
901260,700794,EL,9,2057,ACTIVE,2022-07-20,2026-05-20,973700.0,8.85,37,1,24854.45
901261,700795,EL,1,2032,ACTIVE,2024-02-23,2026-12-23,1410500.0,10.08,321,10,457248.31
901262,700795,TWL,23,2005,CLOSED,2025-12-12,2027-11-12,60800.0,13.13,0,0,0.0
901263,700795,AL,24,2089,ACTIVE,2024-01-26,2026-03-26,2595500.0,11.4,141,4,441987.58
901264,700795,CL,23,2023,ACTIVE,2023-09-01,2024-07-01,168300.0,15.36,106,3,52756.01
901265,700795,MFI,23,2069,CLOSED,2025-05-10,2025-11-10,69600.0,21.2,0,0,0.0
901266,700796,CL,22,2022,ACTIVE,2019-08-16,2020-06-16,470000.0,15.86,35,1,49825.25
901267,700796,GL,8,2076,CLOSED,2024-02-19,2025-01-19,99400.0,9.42,0,0,0.0
901268,700796,PL,22,2019,CLOSED,2019-02-03,2020-06-03,1306500.0,16.93,0,0,0.0
901269,700797,TWL,8,2038,ACTIVE,2019-04-10,2021-01-10,79000.0,13.48,11,1,4196.9
901270,700797,CL,9,2057,ACTIVE,2021-03-13,2022-08-13,430000.0,15.49,37,1,27972.01
901271,700798,HL,16,2024,CLOSED,2023-08-12,2030-02-12,6068000.0,8.62,0,0,0.0
901272,700799,TWL,2,2106,CLOSED,2021-07-28,2023-05-28,64100.0,13.9,0,0,0.0
901273,700799,CL,19,2081,ACTIVE,2019-12-09,2021-03-09,347500.0,15.86,33,1,25356.03
901274,700800,BL,24,2063,ACTIVE,2021-11-19,2025-01-19,3235200.0,16.34,2,2,214841.86
901275,700801,PL,2,2108,ACTIVE,2024-08-29,2026-06-29,399600.0,15.73,91,3,61460.8
901276,700801,MFI,2,2104,CLOSED,2022-09-07,2023-06-07,50600.0,20.54,0,0,0.0
901277,700802,MFI,25,2011,CLOSED,2021-08-12,2022-02-12,68100.0,20.62,0,0,0.0
901278,700803,TWL,9,2046,CLOSED,2022-12-03,2024-11-03,259800.0,14.13,0,0,0.0
901279,700804,GL,10,2101,CLOSED,2019-07-28,2020-06-28,513100.0,8.68,0,0,0.0
901280,700805,BL,9,2006,CLOSED,2024-12-06,2029-06-06,2460900.0,14.92,0,0,0.0
901281,700806,AL,23,2069,ACTIVE,2024-01-02,2025-04-02,241800.0,11.0,5,1,17169.9
901282,700807,TWL,13,2094,CLOSED,2023-11-29,2025-11-29,39600.0,14.39,0,0,0.0
901283,700807,GL,13,2054,CLOSED,2024-06-22,2024-12-22,145400.0,9.86,0,0,0.0
901284,700807,AL,13,2029,CLOSED,2025-08-12,2028-04-12,387700.0,11.58,0,0,0.0
901285,700808,MFI,19,2002,CLOSED,2024-09-28,2025-04-28,70600.0,22.56,0,0,0.0
901286,700808,TWL,11,2030,ACTIVE,2025-10-16,2027-03-16,36700.0,14.8,48,1,2376.96
901287,700809,AL,6,2044,ACTIVE,2020-04-18,2021-04-18,125600.0,12.06,170,5,54170.54
901288,700810,MFI,23,2023,ACTIVE,2020-10-09,2021-07-09,56100.0,21.01,249,8,50290.58
901289,700811,GL,1,2020,CLOSED,2024-11-29,2025-11-29,997500.0,9.06,0,0,0.0
901290,700811,MFI,1,2032,CLOSED,2025-03-01,2025-12-01,6100.0,21.61,0,0,0.0
901291,700812,CL,14,2009,CLOSED,2018-09-06,2019-08-06,320900.0,14.93,0,0,0.0
901292,700813,EL,4,2025,ACTIVE,2019-09-03,2022-07-03,161400.0,9.9,4,1,5418.64
901293,700813,BL,3,2067,ACTIVE,2025-07-02,2027-05-02,4999200.0,16.96,10,1,262274.34
901294,700814,BL,15,2012,ACTIVE,2023-04-23,2026-03-23,559400.0,18.72,282,9,173917.95
901295,700815,EL,13,2054,CLOSED,2023-12-30,2026-05-30,265800.0,9.44,0,0,0.0
901296,700815,GL,24,2016,CLOSED,2024-06-25,2025-04-25,1052800.0,8.6,0,0,0.0
901297,700816,MFI,23,2023,ACTIVE,2018-12-15,2019-08-15,6200.0,20.75,243,8,6200.0
901298,700817,BL,16,2024,ACTIVE,2024-11-19,2027-10-19,1535800.0,17.12,30,2,109744.42
901299,700817,MFI,18,2103,CLOSED,2025-06-18,2025-12-18,31100.0,21.44,0,0,0.0
901300,700818,TWL,19,2111,ACTIVE,2019-01-10,2020-07-10,88100.0,12.95,203,6,31276.95
901301,700819,MFI,7,2018,CLOSED,2023-04-08,2024-01-08,22300.0,19.84,0,0,0.0
901302,700820,CL,2,2105,CLOSED,2020-12-11,2021-11-11,47600.0,14.87,0,0,0.0
901303,700821,GL,17,2060,CLOSED,2025-04-06,2026-03-06,546000.0,10.27,0,0,0.0
901304,700822,AL,22,2026,CLOSED,2024-08-17,2025-11-17,468200.0,11.48,0,0,0.0
901305,700822,CL,9,2057,CLOSED,2020-03-17,2020-12-17,54200.0,16.16,0,0,0.0
901306,700822,MFI,14,2119,CLOSED,2019-10-30,2020-04-30,53300.0,22.0,0,0,0.0
901307,700823,TWL,20,2031,ACTIVE,2021-08-27,2022-12-27,48600.0,11.74,13,1,3264.3
901308,700823,CL,19,2109,ACTIVE,2024-01-24,2025-01-24,96800.0,13.35,35,1,8566.51
901309,700824,PL,20,2065,CLOSED,2023-01-06,2024-07-06,53500.0,16.83,0,0,0.0
901310,700825,CL,18,2120,ACTIVE,2020-06-18,2020-12-18,350700.0,15.96,34,1,60397.51
901311,700826,GL,18,2098,CLOSED,2023-04-20,2023-10-20,192900.0,9.96,0,0,0.0
901312,700827,PL,6,2042,CLOSED,2025-01-09,2026-07-09,391000.0,16.27,0,0,0.0
901313,700827,TWL,8,2038,CLOSED,2023-09-30,2025-07-30,200000.0,12.81,0,0,0.0
901314,700827,PL,6,2042,ACTIVE,2025-10-25,2026-10-25,891700.0,15.85,15,2,158535.0
901315,700828,EL,8,2038,CLOSED,2023-11-01,2028-09-01,2138900.0,10.54,0,0,0.0
901316,700828,EL,15,2074,ACTIVE,2022-03-15,2025-01-15,68000.0,10.54,44,1,2301.96
901317,700829,TWL,5,2035,CLOSED,2022-01-26,2023-11-26,138300.0,14.02,0,0,0.0
901318,700830,BL,11,2075,ACTIVE,2022-02-05,2027-01-05,1076100.0,16.7,339,11,272207.26
901319,700831,CL,16,2024,CLOSED,2018-11-03,2020-03-03,327100.0,15.1,0,0,0.0
901320,700832,AL,9,2046,ACTIVE,2018-02-16,2020-03-16,172300.0,10.08,36,2,15148.4
901321,700833,GL,18,2040,ACTIVE,2022-11-01,2023-06-01,141900.0,8.65,71,2,41273.44
901322,700834,CL,2,2062,CLOSED,2021-05-31,2021-11-30,162200.0,15.53,0,0,0.0
901323,700834,MFI,1,2020,ACTIVE,2022-03-02,2022-09-02,26900.0,21.7,194,6,26900.0
901324,700835,AL,25,2068,CLOSED,2024-05-19,2027-03-19,183700.0,11.37,0,0,0.0
901325,700835,AL,2,2108,CLOSED,2025-01-29,2027-09-29,2791800.0,11.29,0,0,0.0
901326,700836,CL,1,2032,CLOSED,2023-04-13,2024-07-13,271300.0,15.51,0,0,0.0
901327,700836,CL,3,2052,ACTIVE,2021-05-07,2022-06-07,492500.0,15.44,38,2,81197.47
901328,700837,CL,22,2026,CLOSED,2020-09-28,2021-11-28,448200.0,14.47,0,0,0.0
901329,700837,GL,22,2093,ACTIVE,2020-03-31,2021-02-28,240700.0,8.15,162,5,111633.02
901330,700838,AL,10,2095,CLOSED,2025-02-02,2026-08-02,1714700.0,11.18,0,0,0.0
901331,700838,HL,3,2083,ACTIVE,2025-03-10,2029-07-10,756900.0,9.65,36,1,17725.69
901332,700839,PL,5,2035,ACTIVE,2024-11-19,2026-10-19,1192900.0,16.9,164,5,292905.06
901333,700839,PL,6,2053,CLOSED,2025-02-13,2026-04-13,189700.0,16.81,0,0,0.0
901334,700839,TWL,6,2044,ACTIVE,2024-04-15,2025-06-15,87100.0,13.57,48,1,6686.32
901335,700840,PL,8,2034,CLOSED,2022-09-10,2024-05-10,243000.0,14.23,0,0,0.0
901336,700840,PL,8,2076,ACTIVE,2021-11-11,2023-02-11,595700.0,14.14,13,2,85602.52
901337,700840,TWL,8,2038,CLOSED,2020-07-05,2021-09-05,262700.0,12.07,0,0,0.0
901338,700841,PL,12,2033,CLOSED,2021-07-12,2023-05-12,452300.0,15.89,0,0,0.0
901339,700841,GL,2,2062,CLOSED,2021-11-29,2022-06-29,368100.0,8.63,0,0,0.0
901340,700842,PL,19,2081,ACTIVE,2023-11-24,2025-09-24,415300.0,16.79,242,8,165883.78
901341,700842,GL,20,2065,CLOSED,2024-03-27,2024-11-27,1724000.0,9.34,0,0,0.0
901342,700843,AL,2,2118,CLOSED,2020-01-26,2022-09-26,516700.0,12.33,0,0,0.0
901343,700844,LAP,11,2075,CLOSED,2025-12-31,2031-05-31,14380700.0,10.95,0,0,0.0
901344,700845,TWL,24,2047,ACTIVE,2024-05-16,2025-11-16,287100.0,12.97,295,9,150489.04
901345,700846,GL,3,2110,CLOSED,2021-11-08,2022-10-08,83200.0,8.81,0,0,0.0
901346,700847,GL,9,2057,ACTIVE,2020-01-23,2021-01-23,93600.0,9.5,44,2,16221.47
901347,700848,PL,8,2114,CLOSED,2025-10-29,2026-10-29,62100.0,17.8,0,0,0.0
901348,700848,GL,18,2103,CLOSED,2024-04-02,2024-12-02,100100.0,9.34,0,0,0.0
901349,700849,CL,19,2002,CLOSED,2021-10-03,2023-02-03,123300.0,15.39,0,0,0.0
901350,700850,AL,18,2103,CLOSED,2019-08-29,2022-07-29,1769000.0,11.94,0,0,0.0
901351,700851,EL,22,2093,ACTIVE,2022-01-22,2024-06-22,1839300.0,9.82,42,1,70924.88
901352,700851,PL,22,2022,ACTIVE,2023-05-25,2024-12-25,71600.0,15.32,47,1,4214.02
901353,700852,BL,19,2116,ACTIVE,2020-05-02,2024-02-02,2457900.0,18.6,34,1,75106.87
901354,700852,CL,9,2001,ACTIVE,2023-11-12,2025-02-12,58000.0,16.57,188,6,24640.32
901355,700853,PL,20,2031,ACTIVE,2023-03-10,2024-04-10,1446000.0,16.33,50,1,120473.27
901356,700854,HL,4,2085,ACTIVE,2025-05-11,2031-03-11,4151200.0,9.63,13,1,77123.48
901357,700854,CL,1,2032,ACTIVE,2024-04-03,2024-11-03,458600.0,15.24,10,1,68020.55
901358,700855,AL,21,2036,ACTIVE,2021-11-03,2024-10-03,1095200.0,11.27,16,2,72696.2
901359,700855,TWL,21,2066,CLOSED,2020-08-22,2022-01-22,57600.0,13.69,0,0,0.0
901360,700855,PL,22,2093,CLOSED,2021-02-20,2022-11-20,63700.0,17.17,0,0,0.0
901361,700856,PL,14,2050,CLOSED,2022-09-25,2024-04-25,676800.0,15.56,0,0,0.0
901362,700857,GL,16,2027,ACTIVE,2018-11-01,2019-07-01,1710700.0,8.68,46,1,219270.38
901363,700857,MFI,12,2096,CLOSED,2025-06-04,2026-04-04,8200.0,20.74,0,0,0.0
901364,700858,CL,18,2040,CLOSED,2023-12-13,2025-06-13,152000.0,16.14,0,0,0.0
901365,700859,HL,17,2028,CLOSED,2023-02-04,2028-11-04,2374400.0,9.3,0,0,0.0
901366,700859,PL,25,2013,ACTIVE,2022-12-07,2024-04-07,465500.0,14.6,46,1,31806.46
901367,700860,GL,22,2026,ACTIVE,2021-04-23,2022-01-23,21100.0,8.29,33,1,2409.52
901368,700860,GL,24,2047,CLOSED,2020-09-21,2021-05-21,1571000.0,8.28,0,0,0.0
901369,700860,EL,6,2044,CLOSED,2018-03-04,2022-02-04,62500.0,9.41,0,0,0.0
901370,700861,GL,7,2018,ACTIVE,2020-06-17,2021-04-17,1344200.0,8.4,16,1,138678.57
901371,700862,TWL,12,2033,CLOSED,2022-10-19,2024-08-19,40300.0,13.32,0,0,0.0
901372,700863,EL,7,2079,CLOSED,2022-09-05,2026-12-05,50400.0,9.8,0,0,0.0
901373,700863,EL,7,2079,CLOSED,2025-12-23,2030-10-23,972400.0,9.96,0,0,0.0
901374,700864,PL,11,2064,CLOSED,2024-07-11,2025-07-11,642800.0,18.68,0,0,0.0
901375,700864,GL,11,2075,CLOSED,2024-04-09,2024-10-09,1744600.0,9.54,0,0,0.0
901376,700864,PL,11,2039,CLOSED,2024-12-08,2026-09-08,114600.0,18.14,0,0,0.0
901377,700865,LAP,20,2080,CLOSED,2023-03-19,2028-12-19,998400.0,10.72,0,0,0.0
901378,700866,TWL,9,2006,ACTIVE,2022-12-16,2024-05-16,257200.0,15.61,68,2,33272.74
901379,700867,GL,6,2092,CLOSED,2019-11-09,2020-06-09,542100.0,9.01,0,0,0.0
901380,700867,TWL,6,2044,CLOSED,2019-05-03,2020-10-03,42300.0,13.82,0,0,0.0
901381,700867,AL,6,2092,ACTIVE,2020-05-17,2022-05-17,725400.0,11.27,45,1,33584.91
901382,700868,HL,6,2044,CLOSED,2020-09-08,2027-05-08,928400.0,9.7,0,0,0.0
901383,700869,BL,1,2049,CLOSED,2018-09-10,2021-03-10,2032100.0,15.74,0,0,0.0
901384,700870,EL,21,2088,CLOSED,2022-02-03,2024-09-03,2954100.0,11.13,0,0,0.0
901385,700870,GL,10,2095,CLOSED,2022-05-28,2023-02-28,1959100.0,10.13,0,0,0.0
901386,700870,GL,21,2113,ACTIVE,2021-10-25,2022-04-25,68900.0,9.89,74,2,23344.7
901387,700871,BL,23,2041,CLOSED,2025-04-24,2027-05-24,2155900.0,16.83,0,0,0.0
901388,700871,AL,23,2041,ACTIVE,2025-12-04,2028-02-04,1005500.0,10.77,45,1,43145.86
901389,700872,TWL,5,2102,CLOSED,2018-02-17,2019-09-17,81000.0,14.51,0,0,0.0
901390,700873,AL,5,2035,ACTIVE,2024-06-19,2027-07-19,764600.0,11.76,48,1,24497.25
901391,700874,GL,18,2103,CLOSED,2019-11-10,2020-07-10,1376300.0,9.74,0,0,0.0
901392,700875,MFI,7,2018,CLOSED,2018-02-05,2018-11-05,5000.0,20.72,0,0,0.0
901393,700876,PL,6,2092,CLOSED,2024-03-12,2025-11-12,672800.0,15.85,0,0,0.0
901394,700877,TWL,20,2056,CLOSED,2020-07-17,2021-12-17,192800.0,13.2,0,0,0.0
901395,700878,BL,3,2052,ACTIVE,2021-05-24,2025-12-24,3265900.0,18.66,343,11,891306.56
901396,700878,TWL,16,2027,CLOSED,2025-06-24,2027-04-24,34300.0,14.56,0,0,0.0
901397,700879,PL,9,2001,CLOSED,2025-08-16,2026-12-16,96000.0,17.59,0,0,0.0
901398,700879,MFI,10,2071,CLOSED,2024-08-18,2025-03-18,21300.0,22.21,0,0,0.0
901399,700880,PL,23,2041,CLOSED,2021-07-28,2022-11-28,839200.0,16.21,0,0,0.0
901400,700881,MFI,4,2091,CLOSED,2024-10-20,2025-10-20,5300.0,19.86,0,0,0.0
901401,700882,BL,2,2106,CLOSED,2023-02-26,2026-01-26,3882800.0,18.75,0,0,0.0
901402,700883,AL,23,2005,CLOSED,2024-08-18,2026-02-18,1624300.0,10.67,0,0,0.0
901403,700884,BL,22,2093,CLOSED,2025-10-12,2030-10-12,2384700.0,14.83,0,0,0.0
901404,700884,BL,13,2094,CLOSED,2024-08-22,2027-01-22,1473600.0,15.32,0,0,0.0
901405,700885,PL,5,2003,ACTIVE,2020-11-20,2021-12-20,844200.0,15.12,126,4,274535.6
901406,700885,EL,5,2014,ACTIVE,2024-06-24,2028-03-24,51500.0,9.31,15,1,1349.74
901407,700886,PL,17,2058,CLOSED,2020-08-08,2022-02-08,219300.0,16.98,0,0,0.0
