NPA_ID,LOAN_ID,AS_OF_DATE,NPA_CATEGORY,DPD_AS_OF_DATE,PROVISION_AMT
562,903477,2026-07-25,REGULAR,41,500.4661
563,907591,2026-07-25,REGULAR,12,73.39467
564,907748,2026-07-25,NPA,134,48436.1535
565,902855,2026-07-25,REGULAR,42,42.73007
566,901358,2026-07-25,REGULAR,16,181.7405
567,906012,2026-07-25,NPA,218,3288.6
568,906595,2026-07-25,REGULAR,27,219.75985
569,904908,2026-07-25,REGULAR,44,536.01815
570,905423,2026-07-25,REGULAR,26,29.39305
571,905053,2026-07-25,REGULAR,20,15.52908
572,905256,2026-07-25,REGULAR,23,11.52265
573,903990,2026-07-25,REGULAR,20,101.47378
574,906178,2026-07-25,NPA,312,17942.63724
575,900767,2026-07-25,NPA,271,52405.12512
576,900015,2026-07-25,NPA,203,55257.73832
577,902939,2026-07-25,REGULAR,27,65.87862
578,900636,2026-07-25,REGULAR,34,254.80388
579,901537,2026-07-25,REGULAR,53,63.38458
580,904974,2026-07-25,REGULAR,54,96.4083
581,907977,2026-07-25,WRITE_OFF,365,36124.25
582,900014,2026-07-25,REGULAR,41,11.5956
583,907347,2026-07-25,REGULAR,20,176.12322
584,907829,2026-07-25,REGULAR,24,2.80353
585,905342,2026-07-25,NPA,141,82309.31856
586,901232,2026-07-25,NPA,293,39899.62196
587,907409,2026-07-25,REGULAR,37,78.90855
588,906552,2026-07-25,REGULAR,49,53.06087
589,900826,2026-07-25,NPA,122,46526.1145
590,904000,2026-07-25,REGULAR,1,85.2395
591,900501,2026-07-25,REGULAR,36,830.02947
592,901978,2026-07-25,REGULAR,30,102.68353
593,900809,2026-07-25,REGULAR,5,62.35063
594,907465,2026-07-25,REGULAR,28,137.69848
595,903675,2026-07-25,REGULAR,31,10.9522
596,901825,2026-07-25,REGULAR,48,216.93673
597,903507,2026-07-25,NPA,290,8447.758
598,900931,2026-07-25,REGULAR,33,176.4449
599,903822,2026-07-25,REGULAR,31,92.10553
600,907847,2026-07-25,REGULAR,54,115.20833
601,900727,2026-07-25,REGULAR,10,327.28963
602,902812,2026-07-25,REGULAR,1,180.26475
603,900411,2026-07-25,REGULAR,35,9.24178
604,901450,2026-07-25,NPA,323,54379.85168
605,907773,2026-07-25,NPA,212,85153.87252
606,907817,2026-07-25,REGULAR,55,16.62595
607,902593,2026-07-25,REGULAR,36,30.19235
608,902837,2026-07-25,REGULAR,11,128.58715
609,904662,2026-07-25,REGULAR,23,88.6491
610,906005,2026-07-25,NPA,244,35451.38008
611,900580,2026-07-25,NPA,220,2296.0
612,907830,2026-07-25,REGULAR,31,140.046
613,902284,2026-07-25,NPA,334,99999.99999
614,901156,2026-07-25,REGULAR,62,247.91855
615,907318,2026-07-25,REGULAR,4,271.33955
616,903520,2026-07-25,NPA,200,27343.0
617,902271,2026-07-25,REGULAR,68,4.22545
618,905870,2026-07-25,REGULAR,16,54.3358
619,903397,2026-07-25,NPA,96,46456.497
620,906270,2026-07-25,REGULAR,25,173.90295
621,907528,2026-07-25,REGULAR,55,113.54358
622,900036,2026-07-25,REGULAR,40,343.81748
623,905473,2026-07-25,REGULAR,8,8.0309
624,902228,2026-07-25,REGULAR,53,65.8922
625,903212,2026-07-25,REGULAR,36,543.9906
626,905395,2026-07-25,REGULAR,44,77.698
627,902762,2026-07-25,REGULAR,16,62.0108
628,904980,2026-07-25,NPA,134,7719.10398
629,902451,2026-07-25,NPA,300,26503.8087
630,903878,2026-07-25,NPA,233,60197.539
631,907838,2026-07-25,NPA,126,81037.71006
632,903200,2026-07-25,REGULAR,33,124.37895
633,901087,2026-07-25,REGULAR,9,9.24405
634,905639,2026-07-25,REGULAR,39,176.67745
635,901767,2026-07-25,REGULAR,42,1045.51458
636,904117,2026-07-25,REGULAR,45,22.1324
637,900188,2026-07-25,REGULAR,48,69.93212
638,906948,2026-07-25,REGULAR,22,252.08175
639,907417,2026-07-25,REGULAR,7,182.7073
640,900598,2026-07-25,REGULAR,74,357.4014
641,905142,2026-07-25,REGULAR,44,283.12455
642,907756,2026-07-25,REGULAR,32,668.29982
643,905574,2026-07-25,NPA,232,10589.76492
644,906306,2026-07-25,REGULAR,31,175.85338
645,903553,2026-07-25,REGULAR,28,42.17955
646,907485,2026-07-25,NPA,300,99999.99999
647,905104,2026-07-25,NPA,337,51732.7776
648,902641,2026-07-25,NPA,187,11992.58304
649,903965,2026-07-25,NPA,221,99999.99999
650,905535,2026-07-25,REGULAR,55,23.79583
651,900443,2026-07-25,REGULAR,7,20.3057
652,907912,2026-07-25,REGULAR,39,9.51788
653,905547,2026-07-25,REGULAR,44,380.91438
654,905448,2026-07-25,REGULAR,18,49.7769
655,900242,2026-07-25,REGULAR,47,26.55077
656,907366,2026-07-25,NPA,221,99999.99999
657,905662,2026-07-25,REGULAR,34,12.79055
658,901859,2026-07-25,NPA,234,77263.2
659,902232,2026-07-25,NPA,227,10866.13632
660,900765,2026-07-25,REGULAR,45,487.7091
661,902435,2026-07-25,REGULAR,35,12.2593
662,906839,2026-07-25,REGULAR,68,200.6422
663,905946,2026-07-25,NPA,319,36828.00704
664,905335,2026-07-25,REGULAR,47,244.35482
665,903124,2026-07-25,REGULAR,24,707.16035
666,900783,2026-07-25,REGULAR,27,11.10197
667,902204,2026-07-25,NPA,198,99999.99999
668,906584,2026-07-25,NPA,365,99999.99999
669,901108,2026-07-25,REGULAR,38,118.1086
670,903726,2026-07-25,REGULAR,34,193.17533
671,906174,2026-07-25,REGULAR,84,40.76685
672,900834,2026-07-25,REGULAR,55,85.76323
673,900633,2026-07-25,NPA,214,99999.99999
674,906398,2026-07-25,REGULAR,23,315.1335
675,900342,2026-07-25,REGULAR,4,451.30638
676,907213,2026-07-25,REGULAR,35,146.8599
677,903737,2026-07-25,REGULAR,52,171.5638
678,900439,2026-07-25,REGULAR,38,61.53565
679,905892,2026-07-25,REGULAR,28,307.17173
680,903634,2026-07-25,NPA,352,99999.99999
681,907430,2026-07-25,REGULAR,44,301.89235
682,903110,2026-07-25,NPA,159,79825.83264
683,905511,2026-07-25,REGULAR,41,211.27347
684,903420,2026-07-25,REGULAR,23,32.8293
685,905152,2026-07-25,NPA,255,24631.1376
686,907771,2026-07-25,REGULAR,34,19.97433
687,903827,2026-07-25,REGULAR,33,58.48822
688,907837,2026-07-25,REGULAR,41,19.9729
689,904408,2026-07-25,NPA,243,13750.83504
690,901130,2026-07-25,REGULAR,49,23.07558
691,900701,2026-07-25,NPA,321,33058.42236
692,907443,2026-07-25,NPA,190,83650.0
693,903046,2026-07-25,REGULAR,28,538.54185
694,904710,2026-07-25,NPA,280,99999.99999
695,902908,2026-07-25,REGULAR,50,63.83772
696,903529,2026-07-25,REGULAR,50,328.1905
697,904303,2026-07-25,REGULAR,41,180.87925
698,904114,2026-07-25,REGULAR,36,379.95295
699,904198,2026-07-25,NPA,160,36247.2189
700,906596,2026-07-25,NPA,224,21394.73226
701,907218,2026-07-25,NPA,307,99999.99999
702,906167,2026-07-25,REGULAR,2,1049.13738
703,904708,2026-07-25,NPA,125,70886.86
704,907220,2026-07-25,REGULAR,69,201.32853
705,901689,2026-07-25,REGULAR,43,1082.85535
706,902099,2026-07-25,REGULAR,12,413.9747
707,900493,2026-07-25,REGULAR,27,67.84023
708,906918,2026-07-25,NPA,188,99999.99999
709,902309,2026-07-25,NPA,365,99999.99999
710,900961,2026-07-25,NPA,214,99999.99999
711,907298,2026-07-25,REGULAR,22,141.8249
712,905951,2026-07-25,REGULAR,34,34.46728
713,900556,2026-07-25,REGULAR,30,1012.70145
714,907763,2026-07-25,REGULAR,5,3.4611
715,902428,2026-07-25,REGULAR,40,26.86755
716,901602,2026-07-25,NPA,303,99999.99999
717,901388,2026-07-25,REGULAR,45,107.86465
718,905012,2026-07-25,REGULAR,34,12.468
719,902322,2026-07-25,NPA,211,7326.55448
720,902197,2026-07-25,REGULAR,48,10.83355
721,904275,2026-07-25,REGULAR,11,146.6173
722,901573,2026-07-25,REGULAR,20,11.51725
723,906330,2026-07-25,NPA,244,99999.99999
724,904861,2026-07-25,NPA,194,99999.99999
725,902533,2026-07-25,NPA,153,11727.84996
726,907981,2026-07-25,NPA,151,99999.99999
727,901748,2026-07-25,NPA,307,99999.99999
728,907021,2026-07-25,REGULAR,41,229.91908
729,904578,2026-07-25,NPA,152,1808.44932
730,905905,2026-07-25,NPA,203,30218.21384
731,904050,2026-07-25,NPA,215,19129.42
732,904665,2026-07-25,REGULAR,39,45.42932
733,905191,2026-07-25,REGULAR,42,411.56253
734,906811,2026-07-25,REGULAR,30,170.64068
735,905358,2026-07-25,NPA,185,99999.99999
736,907694,2026-07-25,REGULAR,33,280.94645
737,905341,2026-07-25,REGULAR,21,555.9242
738,906368,2026-07-25,NPA,104,17873.2203
739,903138,2026-07-25,NPA,248,99999.99999
740,906038,2026-07-25,REGULAR,61,88.9531
741,900884,2026-07-25,REGULAR,15,555.41838
742,907174,2026-07-25,REGULAR,52,13.69402
743,900605,2026-07-25,NPA,95,47953.3824
744,901481,2026-07-25,REGULAR,25,172.89062
745,903254,2026-07-25,NPA,185,24688.1922
746,905200,2026-07-25,NPA,341,99999.99999
747,904282,2026-07-25,REGULAR,72,52.632
748,904269,2026-07-25,NPA,231,99999.99999
749,906859,2026-07-25,REGULAR,47,18.08132
750,907962,2026-07-25,NPA,294,9765.0
751,900964,2026-07-25,REGULAR,24,102.74605
752,905285,2026-07-25,REGULAR,54,204.29472
753,904537,2026-07-25,REGULAR,41,21.29403
754,901085,2026-07-25,REGULAR,48,263.50907
755,907525,2026-07-25,NPA,131,5687.06936
756,905936,2026-07-25,REGULAR,51,184.5737
757,907880,2026-07-25,REGULAR,15,26.81088
758,906803,2026-07-25,NPA,332,19585.37584
759,900387,2026-07-25,REGULAR,33,64.32273
760,907291,2026-07-25,REGULAR,35,31.35853
761,906054,2026-07-25,NPA,220,99999.99999
762,903244,2026-07-25,REGULAR,13,266.59485
763,902347,2026-07-25,REGULAR,44,119.2052
764,903152,2026-07-25,REGULAR,54,11.80343
765,901122,2026-07-25,REGULAR,45,256.20783
766,903336,2026-07-25,REGULAR,42,9.43407
767,906024,2026-07-25,REGULAR,53,3.4543
768,903824,2026-07-25,REGULAR,25,262.1773
769,903913,2026-07-25,REGULAR,41,15.76865
770,904243,2026-07-25,REGULAR,14,162.25618
771,901260,2026-07-25,REGULAR,37,62.13612
772,902940,2026-07-25,REGULAR,75,22.4749
773,904600,2026-07-25,REGULAR,22,249.18688
774,907718,2026-07-25,REGULAR,18,14.00848
775,901058,2026-07-25,REGULAR,49,135.34683
776,907420,2026-07-25,NPA,225,99999.99999
777,906074,2026-07-25,NPA,365,40939.829
778,905681,2026-07-25,NPA,205,43244.6878
779,904341,2026-07-25,NPA,286,12943.45322
780,902548,2026-07-25,REGULAR,45,11.7936
781,907168,2026-07-25,NPA,140,8649.03
782,900653,2026-07-25,REGULAR,22,71.89145
783,903187,2026-07-25,REGULAR,45,75.0597
784,900508,2026-07-25,REGULAR,30,89.73828
785,904693,2026-07-25,NPA,311,16404.31408
786,905952,2026-07-25,NPA,245,17848.0
787,902594,2026-07-25,REGULAR,36,39.27643
788,907341,2026-07-25,NPA,113,17312.29388
789,907118,2026-07-25,REGULAR,19,272.14153
790,905520,2026-07-25,REGULAR,13,65.87288
791,906236,2026-07-25,NPA,222,26744.4
792,906874,2026-07-25,REGULAR,53,121.94725
793,900361,2026-07-25,REGULAR,10,232.5784
794,902138,2026-07-25,REGULAR,49,185.97193
795,900686,2026-07-25,NPA,287,4243.2
796,904620,2026-07-25,REGULAR,15,28.32015
797,907905,2026-07-25,REGULAR,63,479.2292
798,901915,2026-07-25,NPA,284,99999.99999
799,904134,2026-07-25,NPA,93,765.96468
800,904696,2026-07-25,REGULAR,30,375.20677
801,901185,2026-07-25,REGULAR,71,158.62903
802,906930,2026-07-25,NPA,172,1011.0015
803,903275,2026-07-25,REGULAR,70,36.58343
804,901307,2026-07-25,REGULAR,13,8.16075
805,901721,2026-07-25,REGULAR,50,273.43835
806,902664,2026-07-25,NPA,137,99999.99999
807,906818,2026-07-25,REGULAR,36,482.40543
808,905997,2026-07-25,NPA,121,1406.30412
809,904504,2026-07-25,REGULAR,40,83.57005
810,900335,2026-07-25,REGULAR,78,19.32293
811,904057,2026-07-25,REGULAR,41,957.18718
812,900092,2026-07-25,REGULAR,39,126.24548
813,904558,2026-07-25,NPA,314,24848.87938
814,903832,2026-07-25,REGULAR,39,312.07455
815,907343,2026-07-25,NPA,264,31611.89958
816,906768,2026-07-25,NPA,233,99999.99999
817,907426,2026-07-25,REGULAR,45,196.93623
818,901148,2026-07-25,REGULAR,31,170.87403
819,905127,2026-07-25,REGULAR,43,27.7322
820,907264,2026-07-25,REGULAR,76,565.98113
821,901057,2026-07-25,REGULAR,32,523.78918
822,900579,2026-07-25,REGULAR,1,148.42615
823,905036,2026-07-25,REGULAR,45,43.49445
824,902707,2026-07-25,NPA,273,99999.99999
825,900373,2026-07-25,REGULAR,33,50.42185
826,905292,2026-07-25,REGULAR,83,256.57927
827,904846,2026-07-25,REGULAR,41,9.7274
828,901030,2026-07-25,REGULAR,16,409.51168
829,902233,2026-07-25,REGULAR,16,11.21428
830,900156,2026-07-25,REGULAR,53,463.08753
831,901842,2026-07-25,NPA,99,99999.99999
832,907505,2026-07-25,NPA,290,99999.99999
833,904814,2026-07-25,REGULAR,39,17.22745
834,900855,2026-07-25,NPA,204,99999.99999
835,900389,2026-07-25,REGULAR,41,158.70647
836,906882,2026-07-25,REGULAR,38,208.93405
837,901452,2026-07-25,REGULAR,18,8.9838
838,906922,2026-07-25,NPA,102,27864.43656
839,907844,2026-07-25,REGULAR,3,798.37645
840,902063,2026-07-25,NPA,180,99999.99999
841,907845,2026-07-25,REGULAR,16,56.64375
842,907530,2026-07-25,NPA,138,2069.28066
843,907344,2026-07-25,REGULAR,36,29.19765
844,906355,2026-07-25,REGULAR,40,58.75743
845,901744,2026-07-25,REGULAR,39,619.03925
846,900963,2026-07-25,REGULAR,66,189.31303
847,907508,2026-07-25,REGULAR,36,179.44095
848,902486,2026-07-25,NPA,275,17134.2392
849,902823,2026-07-25,REGULAR,21,19.70668
850,902726,2026-07-25,REGULAR,14,78.3497
851,906467,2026-07-25,REGULAR,3,12.8057
852,904416,2026-07-25,REGULAR,62,686.16
853,904005,2026-07-25,NPA,308,99999.99999
854,900710,2026-07-25,REGULAR,64,128.52808
855,905344,2026-07-25,NPA,157,67002.20584
856,904936,2026-07-25,REGULAR,14,763.2866
857,903353,2026-07-25,REGULAR,35,71.99802
858,907857,2026-07-25,NPA,256,99999.99999
859,907791,2026-07-25,REGULAR,39,30.72768
860,907303,2026-07-25,REGULAR,63,52.38943
861,900316,2026-07-25,REGULAR,30,4.06228
862,901916,2026-07-25,REGULAR,32,185.17393
863,907463,2026-07-25,REGULAR,34,1406.32325
864,902294,2026-07-25,REGULAR,33,378.2508
865,906258,2026-07-25,REGULAR,54,125.26738
866,905973,2026-07-25,NPA,145,11723.3714
867,904542,2026-07-25,NPA,172,4325.78018
868,902919,2026-07-25,REGULAR,39,453.42075
869,902846,2026-07-25,REGULAR,47,31.94195
870,907450,2026-07-25,NPA,322,99999.99999
871,903821,2026-07-25,REGULAR,35,258.16913
872,905582,2026-07-25,REGULAR,34,7.67025
873,906152,2026-07-25,REGULAR,11,31.13887
874,901323,2026-07-25,NPA,194,9630.2
875,907281,2026-07-25,REGULAR,19,169.61035
876,907189,2026-07-25,NPA,204,31185.0
877,905900,2026-07-25,NPA,214,72060.85316
878,906623,2026-07-25,REGULAR,1,13.31307
879,905833,2026-07-25,NPA,283,99999.99999
880,900739,2026-07-25,REGULAR,7,39.78713
881,900115,2026-07-25,REGULAR,54,1.4858
882,904553,2026-07-25,NPA,180,26084.3847
883,903297,2026-07-25,NPA,292,43378.2
884,905304,2026-07-25,REGULAR,55,250.69717
885,905160,2026-07-25,NPA,219,46481.706
886,905175,2026-07-25,NPA,195,19260.0
887,901495,2026-07-25,NPA,167,7530.43264
888,906685,2026-07-25,REGULAR,28,19.3809
889,902790,2026-07-25,REGULAR,48,15.04865
890,905138,2026-07-25,REGULAR,39,346.45855
891,906969,2026-07-25,REGULAR,41,182.79315
892,905603,2026-07-25,REGULAR,25,34.83335
893,900346,2026-07-25,REGULAR,38,11.55622
894,907687,2026-07-25,NPA,111,14619.47904
895,905690,2026-07-25,REGULAR,64,135.46805
896,905287,2026-07-25,NPA,342,45615.29664
897,906041,2026-07-25,NPA,246,99999.99999
898,906557,2026-07-25,REGULAR,27,645.06065
899,907413,2026-07-25,REGULAR,24,189.5162
900,907918,2026-07-25,NPA,210,99999.99999
901,901247,2026-07-25,REGULAR,44,433.26705
902,902351,2026-07-25,NPA,127,41344.352
903,903001,2026-07-25,REGULAR,6,1060.8477
904,902759,2026-07-25,REGULAR,44,150.07765
905,903980,2026-07-25,REGULAR,53,129.62475
906,900488,2026-07-25,REGULAR,64,68.63135
907,904388,2026-07-25,REGULAR,6,129.19598
908,904209,2026-07-25,REGULAR,35,132.91513
909,902102,2026-07-25,REGULAR,1,621.30715
910,906643,2026-07-25,REGULAR,45,24.26465
911,906988,2026-07-25,NPA,247,35703.88128
912,902906,2026-07-25,REGULAR,13,461.84265
913,907533,2026-07-25,REGULAR,39,114.2787
914,902457,2026-07-25,NPA,285,33673.6332
915,901579,2026-07-25,REGULAR,21,29.41563
916,906245,2026-07-25,REGULAR,37,3.65605
917,905492,2026-07-25,NPA,365,99999.99999
918,903342,2026-07-25,NPA,188,83240.0918
919,907720,2026-07-25,REGULAR,40,203.68107
920,902495,2026-07-25,REGULAR,46,181.31127
921,900687,2026-07-25,NPA,197,99999.99999
922,903179,2026-07-25,REGULAR,12,25.98455
923,902640,2026-07-25,REGULAR,34,62.65123
924,905518,2026-07-25,REGULAR,33,109.6721
925,906354,2026-07-25,REGULAR,13,570.32798
926,905563,2026-07-25,REGULAR,39,24.4135
927,907517,2026-07-25,NPA,262,48229.39784
928,905599,2026-07-25,REGULAR,37,246.52973
929,900063,2026-07-25,REGULAR,34,7.12997
930,907646,2026-07-25,NPA,354,99999.99999
931,906872,2026-07-25,NPA,243,7614.63912
932,906693,2026-07-25,REGULAR,43,685.2414
933,906498,2026-07-25,REGULAR,4,528.93223
934,904334,2026-07-25,REGULAR,76,491.24313
935,901826,2026-07-25,REGULAR,49,34.65165
936,905097,2026-07-25,REGULAR,40,25.72173
937,905869,2026-07-25,REGULAR,29,107.19145
938,903995,2026-07-25,NPA,279,99999.99999
939,903654,2026-07-25,REGULAR,46,2.05155
940,902899,2026-07-25,REGULAR,29,113.47958
941,901605,2026-07-25,REGULAR,54,11.96745
942,903922,2026-07-25,REGULAR,23,218.67077
943,903072,2026-07-25,REGULAR,32,1.69752
944,905857,2026-07-25,REGULAR,19,23.27815
945,900067,2026-07-25,REGULAR,3,55.61
946,901413,2026-07-25,REGULAR,77,12.68955
947,907915,2026-07-25,REGULAR,26,315.27515
948,906405,2026-07-25,REGULAR,42,223.73557
949,906741,2026-07-25,REGULAR,49,472.758
950,906435,2026-07-25,REGULAR,44,147.59082
951,907044,2026-07-25,REGULAR,53,547.0671
952,906033,2026-07-25,REGULAR,13,11.8453
953,903422,2026-07-25,REGULAR,62,580.18687
954,906987,2026-07-25,REGULAR,16,17.51028
955,904064,2026-07-25,REGULAR,64,530.5047
956,901901,2026-07-25,REGULAR,46,49.27342
957,907261,2026-07-25,NPA,249,99999.99999
958,906796,2026-07-25,REGULAR,76,333.47843
959,905825,2026-07-25,REGULAR,35,61.238
960,902334,2026-07-25,NPA,163,99999.99999
961,903493,2026-07-25,REGULAR,18,109.63628
962,906541,2026-07-25,NPA,217,99999.99999
963,906909,2026-07-25,REGULAR,20,411.61885
964,907305,2026-07-25,REGULAR,45,82.14588
965,902164,2026-07-25,REGULAR,34,144.4353
966,905618,2026-07-25,REGULAR,21,43.8069
967,903905,2026-07-25,NPA,229,45418.397
968,905069,2026-07-25,REGULAR,31,5.785
969,905073,2026-07-25,NPA,188,64609.40348
970,905380,2026-07-25,REGULAR,18,115.59692
971,900486,2026-07-25,REGULAR,4,39.72205
972,901482,2026-07-25,REGULAR,54,162.70975
973,901687,2026-07-25,WRITE_OFF,365,99999.99999
974,907163,2026-07-25,NPA,91,9243.67784
975,903274,2026-07-25,REGULAR,21,285.94425
976,906784,2026-07-25,NPA,301,99999.99999
977,904718,2026-07-25,REGULAR,55,307.78505
978,906819,2026-07-25,REGULAR,21,88.18063
979,903204,2026-07-25,REGULAR,24,26.4744
980,902234,2026-07-25,REGULAR,76,342.86187
981,905475,2026-07-25,NPA,111,8179.02528
982,900099,2026-07-25,REGULAR,45,40.29355
983,901012,2026-07-25,REGULAR,40,22.07327
984,901410,2026-07-25,NPA,306,99999.99999
985,900851,2026-07-25,NPA,138,3731.60844
986,905872,2026-07-25,REGULAR,34,211.1614
987,907085,2026-07-25,REGULAR,24,9.2743
988,901532,2026-07-25,REGULAR,8,283.25988
989,901115,2026-07-25,NPA,106,11346.9083
990,900330,2026-07-25,NPA,256,15421.71532
991,900053,2026-07-25,REGULAR,16,302.13137
992,905722,2026-07-25,REGULAR,68,1810.16105
993,906469,2026-07-25,REGULAR,42,307.8292
994,902524,2026-07-25,NPA,235,66772.816
995,900021,2026-07-25,REGULAR,37,26.61738
996,904826,2026-07-25,NPA,302,99999.99999
997,904945,2026-07-25,REGULAR,66,909.23117
998,903568,2026-07-25,REGULAR,30,237.90918
999,903848,2026-07-25,NPA,198,99999.99999
1000,905123,2026-07-25,REGULAR,17,26.98455
1001,900671,2026-07-25,REGULAR,33,441.03725
1002,906141,2026-07-25,REGULAR,40,12.00698
1003,902859,2026-07-25,NPA,333,99999.99999
1004,906117,2026-07-25,REGULAR,43,57.18735
1005,902253,2026-07-25,REGULAR,22,166.37835
1006,902753,2026-07-25,REGULAR,42,41.04453
1007,905708,2026-07-25,REGULAR,64,456.2398
1008,900434,2026-07-25,NPA,312,47033.50212
1009,904202,2026-07-25,NPA,231,99999.99999
1010,901648,2026-07-25,NPA,203,99999.99999
1011,905461,2026-07-25,NPA,314,99999.99999
1012,906565,2026-07-25,REGULAR,68,98.73122
1013,906524,2026-07-25,REGULAR,21,3.8199
1014,901141,2026-07-25,REGULAR,5,7.96013
1015,903915,2026-07-25,REGULAR,37,14.39578
1016,900025,2026-07-25,REGULAR,21,1.9673
1017,902702,2026-07-25,REGULAR,48,337.5905
1018,905452,2026-07-25,REGULAR,44,13.1214
1019,907472,2026-07-25,REGULAR,13,5.38112
1020,904016,2026-07-25,REGULAR,34,305.0261
1021,903036,2026-07-25,REGULAR,33,498.26645
1022,901048,2026-07-25,NPA,188,99999.99999
1023,900035,2026-07-25,REGULAR,38,568.79398
1024,904796,2026-07-25,REGULAR,53,127.18805
1025,907572,2026-07-25,NPA,252,17457.17352
1026,906347,2026-07-25,REGULAR,11,47.5766
1027,901194,2026-07-25,REGULAR,50,174.39545
1028,905719,2026-07-25,REGULAR,21,187.91467
1029,905717,2026-07-25,REGULAR,44,32.99598
1030,903221,2026-07-25,REGULAR,27,95.82645
1031,900762,2026-07-25,NPA,105,47136.4416
1032,903474,2026-07-25,WRITE_OFF,365,99999.99999
1033,901952,2026-07-25,NPA,144,23905.78722
1034,902049,2026-07-25,REGULAR,6,130.86695
1035,905920,2026-07-25,NPA,105,51281.3538
1036,905525,2026-07-25,NPA,232,28812.54824
1037,904819,2026-07-25,REGULAR,49,112.9007
1038,907157,2026-07-25,REGULAR,37,26.3999
1039,904262,2026-07-25,REGULAR,41,24.13238
1040,901824,2026-07-25,REGULAR,42,11.16098
1041,903516,2026-07-25,REGULAR,44,40.58123
1042,906424,2026-07-25,REGULAR,26,899.85955
1043,904653,2026-07-25,REGULAR,53,40.72595
1044,900886,2026-07-25,REGULAR,17,105.02308
1045,902634,2026-07-25,REGULAR,26,17.63955
1046,905120,2026-07-25,REGULAR,30,103.0063
1047,902122,2026-07-25,REGULAR,79,32.1144
1048,902044,2026-07-25,REGULAR,17,72.7845
1049,905489,2026-07-25,REGULAR,66,131.93238
1050,900172,2026-07-25,REGULAR,54,74.86813
1051,906136,2026-07-25,REGULAR,47,73.8801
1052,904100,2026-07-25,REGULAR,6,465.71443
1053,906267,2026-07-25,NPA,309,99999.99999
1054,903870,2026-07-25,REGULAR,16,5.3539
1055,907326,2026-07-25,REGULAR,16,82.14235
1056,906992,2026-07-25,NPA,310,99999.99999
1057,902795,2026-07-25,NPA,99,30132.18096
1058,906925,2026-07-25,REGULAR,28,26.50255
1059,902504,2026-07-25,REGULAR,81,300.57988
1060,905281,2026-07-25,REGULAR,43,5.1719
1061,902467,2026-07-25,REGULAR,60,1132.36468
1062,900311,2026-07-25,NPA,108,26998.53984
1063,906746,2026-07-25,REGULAR,35,555.64702
1064,900887,2026-07-25,NPA,282,49262.09808
1065,905906,2026-07-25,REGULAR,41,59.71215
1066,907084,2026-07-25,NPA,115,11526.364
1067,902188,2026-07-25,NPA,227,7332.95704
1068,900277,2026-07-25,NPA,121,43970.37728
1069,904049,2026-07-25,REGULAR,37,19.53705
1070,907221,2026-07-25,NPA,365,99999.99999
1071,906840,2026-07-25,REGULAR,38,138.18555
1072,900514,2026-07-25,NPA,97,27202.43236
1073,905694,2026-07-25,REGULAR,45,378.92945
1074,904923,2026-07-25,REGULAR,23,123.78825
1075,904863,2026-07-25,REGULAR,27,98.06222
1076,907211,2026-07-25,REGULAR,4,55.89615
1077,903511,2026-07-25,REGULAR,24,8.52177
1078,905796,2026-07-25,REGULAR,67,253.25195
1079,902967,2026-07-25,REGULAR,30,178.85752
1080,901173,2026-07-25,WRITE_OFF,365,99999.99999
1081,902817,2026-07-25,REGULAR,1,267.5237
1082,906879,2026-07-25,REGULAR,31,24.06775
1083,900081,2026-07-25,NPA,346,99999.99999
1084,901036,2026-07-25,REGULAR,18,23.70943
1085,907329,2026-07-25,NPA,190,17086.09
1086,900903,2026-07-25,NPA,197,22530.73368
1087,902274,2026-07-25,REGULAR,5,239.34208
1088,902438,2026-07-25,NPA,311,99999.99999
1089,906317,2026-07-25,REGULAR,12,2.06398
1090,905100,2026-07-25,REGULAR,46,91.79063
1091,901288,2026-07-25,NPA,249,23535.99144
1092,906553,2026-07-25,REGULAR,5,290.31307
1093,901251,2026-07-25,REGULAR,5,91.94218
1094,907621,2026-07-25,REGULAR,42,347.40135
1095,900154,2026-07-25,REGULAR,47,56.83115
1096,907058,2026-07-25,NPA,354,15341.18058
1097,900385,2026-07-25,NPA,234,99999.99999
1098,903936,2026-07-25,REGULAR,39,223.15447
1099,905855,2026-07-25,REGULAR,5,247.62255
1100,902250,2026-07-25,NPA,181,99999.99999
1101,902339,2026-07-25,REGULAR,43,214.13018
1102,900841,2026-07-25,REGULAR,11,145.92487
1103,903774,2026-07-25,REGULAR,11,292.818
1104,904807,2026-07-25,WRITE_OFF,365,99999.99999
1105,903294,2026-07-25,REGULAR,1,71.32908
1106,904801,2026-07-25,REGULAR,30,178.66965
1107,907779,2026-07-25,REGULAR,37,80.1901
1108,907653,2026-07-25,REGULAR,12,841.44665
1109,903926,2026-07-25,NPA,201,2351.81376
1110,907613,2026-07-25,REGULAR,16,253.13208
1111,907145,2026-07-25,NPA,200,99999.99999
1112,907702,2026-07-25,REGULAR,31,19.75135
1113,907504,2026-07-25,NPA,225,99999.99999
1114,905729,2026-07-25,WRITE_OFF,365,99999.99999
1115,902426,2026-07-25,REGULAR,38,13.5827
1116,900836,2026-07-25,NPA,348,98046.189
1117,902066,2026-07-25,NPA,96,4259.61666
1118,905626,2026-07-25,REGULAR,36,404.80482
1119,907538,2026-07-25,NPA,187,52184.8
1120,907224,2026-07-25,REGULAR,50,49.19395
