COLLECTION_ID,LOAN_ID,BUCKET,AGENT_ID,RECOVERY_STATUS,RECOVERY_AMOUNT,FOLLOWUP_DATE
3009,902046,0-30,3032,PENDING,0.0,2026-05-19
3010,902046,0-30,3032,PARTIAL,32504.76,2026-06-04
3011,902046,30-60,3032,PENDING,0.0,2026-06-21
3012,902046,60-90,3032,PARTIAL,29802.62,2026-07-08
3013,902046,90+,3032,PENDING,0.0,2026-07-25
3014,902053,30-60,3066,PARTIAL,54044.15,2026-07-25
3015,902054,0-30,3073,PENDING,0.0,2026-06-21
3016,902054,0-30,3073,PENDING,0.0,2026-07-02
3017,902054,0-30,3073,PENDING,0.0,2026-07-13
3018,902054,30-60,3073,PENDING,0.0,2026-07-25
3019,902059,30-60,3032,PARTIAL,86620.71,2026-07-25
3020,902063,0-30,3045,PARTIAL,37756.32,2026-02-25
3021,902063,0-30,3045,PARTIAL,209631.07,2026-03-27
3022,902063,0-30,3045,PENDING,0.0,2026-04-26
3023,902063,30-60,3045,PENDING,0.0,2026-05-26
3024,902063,60-90,3045,PENDING,0.0,2026-06-25
3025,902063,90+,3045,WRITE_OFF,11841.35,2026-07-25
3026,902066,30-60,3029,PENDING,0.0,2026-05-22
3027,902066,60-90,3029,PENDING,0.0,2026-06-23
3028,902066,90+,3029,PENDING,0.0,2026-07-25
3029,902067,0-30,3023,PARTIAL,1379.86,2026-03-27
3030,902067,0-30,3023,PENDING,0.0,2026-04-16
3031,902067,0-30,3023,PENDING,0.0,2026-05-06
3032,902067,0-30,3023,PARTIAL,1042.46,2026-05-26
3033,902067,30-60,3023,PENDING,0.0,2026-06-15
3034,902067,60-90,3023,PENDING,0.0,2026-07-05
3035,902067,90+,3023,WRITE_OFF,566.47,2026-07-25
3036,902071,0-30,3076,PENDING,0.0,2025-08-18
3037,902071,0-30,3076,PENDING,0.0,2025-09-11
3038,902071,0-30,3076,PENDING,0.0,2025-10-06
3039,902071,0-30,3076,PENDING,0.0,2025-10-30
3040,902071,0-30,3076,PENDING,0.0,2025-11-23
3041,902071,0-30,3076,PARTIAL,70194.93,2025-12-18
3042,902071,0-30,3076,PENDING,0.0,2026-01-11
3043,902071,0-30,3076,PENDING,0.0,2026-02-04
3044,902071,0-30,3076,PARTIAL,36556.42,2026-03-01
3045,902071,0-30,3076,PENDING,0.0,2026-03-25
3046,902071,0-30,3076,PENDING,0.0,2026-04-18
3047,902071,0-30,3076,PENDING,0.0,2026-05-13
3048,902071,30-60,3076,PARTIAL,13278.33,2026-06-06
3049,902071,60-90,3076,PARTIAL,29595.24,2026-06-30
3050,902071,90+,3076,PARTIAL,21545.04,2026-07-25
3051,902082,0-30,3025,PENDING,0.0,2025-12-04
3052,902082,0-30,3025,PENDING,0.0,2026-01-31
3053,902082,30-60,3025,PENDING,0.0,2026-03-30
3054,902082,60-90,3025,PENDING,0.0,2026-05-27
3055,902082,90+,3025,WRITE_OFF,7499.72,2026-07-25
3056,902086,0-30,3030,PENDING,0.0,2026-02-01
3057,902086,0-30,3030,PENDING,0.0,2026-03-16
3058,902086,30-60,3030,PENDING,0.0,2026-04-29
3059,902086,60-90,3030,PENDING,0.0,2026-06-11
3060,902086,90+,3030,PENDING,0.0,2026-07-25
3061,902087,0-30,3067,PENDING,0.0,2026-07-25
3062,902091,0-30,3036,PENDING,0.0,2026-02-10
3063,902091,0-30,3036,PENDING,0.0,2026-02-28
3064,902091,0-30,3036,PENDING,0.0,2026-03-18
3065,902091,0-30,3036,PENDING,0.0,2026-04-06
3066,902091,0-30,3036,PENDING,0.0,2026-04-24
3067,902091,0-30,3036,PENDING,0.0,2026-05-12
3068,902091,0-30,3036,PENDING,0.0,2026-05-31
3069,902091,30-60,3036,PENDING,0.0,2026-06-18
3070,902091,60-90,3036,PENDING,0.0,2026-07-06
3071,902091,90+,3036,PENDING,0.0,2026-07-25
3072,902099,0-30,3057,PENDING,0.0,2026-07-25
3073,902100,0-30,3062,PARTIAL,455411.35,2025-10-31
3074,902100,0-30,3062,PENDING,0.0,2025-11-16
3075,902100,0-30,3062,PARTIAL,464271.01,2025-12-02
3076,902100,0-30,3062,PENDING,0.0,2025-12-17
3077,902100,0-30,3062,PENDING,0.0,2026-01-02
3078,902100,0-30,3062,PARTIAL,72755.92,2026-01-18
3079,902100,0-30,3062,PARTIAL,160846.31,2026-02-02
3080,902100,0-30,3062,PENDING,0.0,2026-02-18
3081,902100,0-30,3062,PENDING,0.0,2026-03-06
3082,902100,0-30,3062,PARTIAL,252206.1,2026-03-21
3083,902100,0-30,3062,PENDING,0.0,2026-04-06
3084,902100,0-30,3062,PENDING,0.0,2026-04-22
3085,902100,0-30,3062,PENDING,0.0,2026-05-07
3086,902100,0-30,3062,PENDING,0.0,2026-05-23
3087,902100,0-30,3062,PENDING,0.0,2026-06-08
3088,902100,30-60,3062,PENDING,0.0,2026-06-23
3089,902100,60-90,3062,PENDING,0.0,2026-07-09
3090,902100,90+,3062,PENDING,0.0,2026-07-25
3091,902103,0-30,3077,PENDING,0.0,2026-04-01
3092,902103,0-30,3077,PENDING,0.0,2026-04-24
3093,902103,0-30,3077,PARTIAL,112776.31,2026-05-17
3094,902103,30-60,3077,PENDING,0.0,2026-06-09
3095,902103,60-90,3077,PARTIAL,79197.59,2026-07-02
3096,902103,90+,3077,PENDING,0.0,2026-07-25
3097,902106,30-60,3012,PENDING,0.0,2026-07-25
3098,902110,0-30,3023,PENDING,0.0,2026-02-17
3099,902110,30-60,3023,PARTIAL,178070.04,2026-04-11
3100,902110,60-90,3023,PARTIAL,38248.6,2026-06-02
3101,902110,90+,3023,PARTIAL,301599.79,2026-07-25
3102,902111,0-30,3045,PENDING,0.0,2026-02-14
3103,902111,0-30,3045,PARTIAL,40117.3,2026-03-09
3104,902111,0-30,3045,PENDING,0.0,2026-04-01
3105,902111,0-30,3045,PARTIAL,35518.45,2026-04-24
3106,902111,0-30,3045,PENDING,0.0,2026-05-17
3107,902111,30-60,3045,PENDING,0.0,2026-06-09
3108,902111,60-90,3045,PARTIAL,83574.13,2026-07-02
3109,902111,90+,3045,PENDING,0.0,2026-07-25
3110,902112,0-30,3050,PENDING,0.0,2026-02-18
3111,902112,0-30,3050,PENDING,0.0,2026-03-21
3112,902112,0-30,3050,PARTIAL,2985.06,2026-04-22
3113,902112,30-60,3050,PARTIAL,5583.38,2026-05-23
3114,902112,60-90,3050,PENDING,0.0,2026-06-23
3115,902112,90+,3050,PENDING,0.0,2026-07-25
3116,902115,0-30,3023,PARTIAL,5708.46,2026-06-29
3117,902115,30-60,3023,PENDING,0.0,2026-07-25
3118,902120,0-30,3070,PENDING,0.0,2026-07-25
3119,902122,0-30,3016,PENDING,0.0,2026-05-20
3120,902122,0-30,3016,PARTIAL,3783.32,2026-06-02
3121,902122,0-30,3016,PENDING,0.0,2026-06-15
3122,902122,0-30,3016,PARTIAL,1345.21,2026-06-28
3123,902122,30-60,3016,PENDING,0.0,2026-07-11
3124,902122,60-90,3016,PARTIAL,1733.65,2026-07-25
3125,902124,0-30,3011,PARTIAL,10859.21,2026-06-29
3126,902124,0-30,3011,PENDING,0.0,2026-07-12
3127,902124,30-60,3011,PARTIAL,9035.78,2026-07-25
3128,902127,0-30,3080,PENDING,0.0,2026-07-02
3129,902127,30-60,3080,PARTIAL,15898.49,2026-07-25
3130,902130,0-30,3055,PENDING,0.0,2025-10-17
3131,902130,0-30,3055,PENDING,0.0,2025-11-06
3132,902130,0-30,3055,PENDING,0.0,2025-11-26
3133,902130,0-30,3055,PENDING,0.0,2025-12-16
3134,902130,0-30,3055,PENDING,0.0,2026-01-05
3135,902130,0-30,3055,PENDING,0.0,2026-01-25
3136,902130,0-30,3055,PARTIAL,19907.8,2026-02-14
3137,902130,0-30,3055,PENDING,0.0,2026-03-06
3138,902130,0-30,3055,PENDING,0.0,2026-03-26
3139,902130,0-30,3055,PENDING,0.0,2026-04-15
3140,902130,0-30,3055,PENDING,0.0,2026-05-05
3141,902130,0-30,3055,PARTIAL,18161.09,2026-05-25
3142,902130,30-60,3055,PENDING,0.0,2026-06-14
3143,902130,60-90,3055,PARTIAL,22906.93,2026-07-04
3144,902130,90+,3055,PENDING,0.0,2026-07-25
3145,902136,0-30,3001,PENDING,0.0,2026-07-23
3146,902136,0-30,3001,PENDING,0.0,2026-07-25
3147,902137,0-30,3046,PENDING,0.0,2026-06-28
3148,902137,30-60,3046,PARTIAL,113135.38,2026-07-25
3149,902138,0-30,3007,PARTIAL,34696.02,2026-06-30
3150,902138,30-60,3007,PENDING,0.0,2026-07-25
3151,902142,0-30,3066,PENDING,0.0,2026-07-07
3152,902142,0-30,3066,PENDING,0.0,2026-07-13
3153,902142,0-30,3066,PENDING,0.0,2026-07-19
3154,902142,0-30,3066,PENDING,0.0,2026-07-25
3155,902145,30-60,3028,PARTIAL,24426.21,2026-07-25
3156,902146,0-30,3039,PENDING,0.0,2026-01-26
3157,902146,0-30,3039,PENDING,0.0,2026-02-15
3158,902146,0-30,3039,PENDING,0.0,2026-03-07
3159,902146,0-30,3039,PENDING,0.0,2026-03-27
3160,902146,0-30,3039,PENDING,0.0,2026-04-16
3161,902146,0-30,3039,PARTIAL,173969.8,2026-05-06
3162,902146,0-30,3039,PENDING,0.0,2026-05-26
3163,902146,30-60,3039,PENDING,0.0,2026-06-15
3164,902146,60-90,3039,PENDING,0.0,2026-07-05
3165,902146,90+,3039,PARTIAL,75215.56,2026-07-25
3166,902156,0-30,3054,PARTIAL,16472.35,2026-06-28
3167,902156,30-60,3054,PARTIAL,46514.21,2026-07-25
3168,902163,0-30,3028,PENDING,0.0,2026-06-25
3169,902163,0-30,3028,PENDING,0.0,2026-07-10
3170,902163,30-60,3028,PENDING,0.0,2026-07-25
3171,902164,30-60,3040,PENDING,0.0,2026-07-25
3172,902171,0-30,3053,PENDING,0.0,2026-07-03
3173,902171,0-30,3053,PENDING,0.0,2026-07-14
3174,902171,30-60,3053,PENDING,0.0,2026-07-25
3175,902173,30-60,3073,PARTIAL,843.0,2026-07-25
3176,902178,30-60,3005,PENDING,0.0,2026-07-25
3177,902186,0-30,3069,PENDING,0.0,2026-06-27
3178,902186,0-30,3069,PENDING,0.0,2026-07-11
3179,902186,30-60,3069,PENDING,0.0,2026-07-25
3180,902188,0-30,3020,PENDING,0.0,2026-01-11
3181,902188,0-30,3020,PENDING,0.0,2026-02-12
3182,902188,0-30,3020,PARTIAL,8799.31,2026-03-17
3183,902188,0-30,3020,PENDING,0.0,2026-04-18
3184,902188,30-60,3020,PARTIAL,6515.92,2026-05-21
3185,902188,60-90,3020,PENDING,0.0,2026-06-22
3186,902188,90+,3020,PARTIAL,4272.16,2026-07-25
3187,902190,0-30,3046,PARTIAL,48759.61,2025-10-18
3188,902190,0-30,3046,PENDING,0.0,2025-11-01
3189,902190,0-30,3046,PENDING,0.0,2025-11-15
3190,902190,0-30,3046,PARTIAL,60005.43,2025-11-29
3191,902190,0-30,3046,PENDING,0.0,2025-12-13
3192,902190,0-30,3046,PENDING,0.0,2025-12-27
3193,902190,0-30,3046,PENDING,0.0,2026-01-10
3194,902190,0-30,3046,PENDING,0.0,2026-01-24
3195,902190,0-30,3046,PENDING,0.0,2026-02-07
3196,902190,0-30,3046,PARTIAL,31570.92,2026-02-21
3197,902190,0-30,3046,PENDING,0.0,2026-03-07
3198,902190,0-30,3046,PENDING,0.0,2026-03-21
3199,902190,0-30,3046,PENDING,0.0,2026-04-04
3200,902190,0-30,3046,PARTIAL,29707.64,2026-04-18
3201,902190,0-30,3046,PARTIAL,23251.58,2026-05-02
3202,902190,0-30,3046,PENDING,0.0,2026-05-16
3203,902190,0-30,3046,PENDING,0.0,2026-05-30
3204,902190,0-30,3046,PENDING,0.0,2026-06-13
3205,902190,30-60,3046,PENDING,0.0,2026-06-27
3206,902190,60-90,3046,PENDING,0.0,2026-07-11
3207,902190,90+,3046,PENDING,0.0,2026-07-25
3208,902195,0-30,3046,PENDING,0.0,2026-07-25
3209,902197,0-30,3018,PENDING,0.0,2026-06-19
3210,902197,0-30,3018,PENDING,0.0,2026-07-01
3211,902197,0-30,3018,PARTIAL,1387.92,2026-07-13
3212,902197,30-60,3018,PENDING,0.0,2026-07-25
3213,902204,0-30,3063,PENDING,0.0,2026-02-01
3214,902204,0-30,3063,PENDING,0.0,2026-02-26
3215,902204,0-30,3063,PENDING,0.0,2026-03-23
3216,902204,0-30,3063,PENDING,0.0,2026-04-17
3217,902204,0-30,3063,PENDING,0.0,2026-05-11
3218,902204,30-60,3063,PENDING,0.0,2026-06-05
3219,902204,60-90,3063,PARTIAL,157350.11,2026-06-30
3220,902204,90+,3063,PARTIAL,222469.32,2026-07-25
3221,902213,0-30,3049,PARTIAL,17652.98,2026-07-08
3222,902213,30-60,3049,PARTIAL,11924.95,2026-07-25
3223,902215,0-30,3063,PENDING,0.0,2026-06-04
3224,902215,0-30,3063,PARTIAL,33121.63,2026-06-17
3225,902215,0-30,3063,PENDING,0.0,2026-06-29
3226,902215,30-60,3063,PARTIAL,50470.27,2026-07-12
3227,902215,60-90,3063,PARTIAL,24884.77,2026-07-25
3228,902217,0-30,3041,PENDING,0.0,2026-06-05
3229,902217,0-30,3041,PENDING,0.0,2026-06-22
3230,902217,30-60,3041,PENDING,0.0,2026-07-08
3231,902217,60-90,3041,WRITE_OFF,24098.81,2026-07-25
3232,902219,0-30,3005,PENDING,0.0,2026-01-04
3233,902219,0-30,3005,PARTIAL,144971.95,2026-01-24
3234,902219,0-30,3005,PENDING,0.0,2026-02-13
3235,902219,0-30,3005,PENDING,0.0,2026-03-05
3236,902219,0-30,3005,PARTIAL,80004.44,2026-03-25
3237,902219,0-30,3005,PENDING,0.0,2026-04-15
3238,902219,0-30,3005,PENDING,0.0,2026-05-05
3239,902219,0-30,3005,PENDING,0.0,2026-05-25
3240,902219,30-60,3005,PENDING,0.0,2026-06-14
3241,902219,60-90,3005,PENDING,0.0,2026-07-04
3242,902219,90+,3005,WRITE_OFF,41017.05,2026-07-25
3243,902220,30-60,3001,PARTIAL,77284.9,2026-07-25
3244,902228,30-60,3046,PARTIAL,6437.2,2026-07-25
3245,902230,0-30,3049,PENDING,0.0,2026-07-04
3246,902230,30-60,3049,PENDING,0.0,2026-07-25
3247,902231,0-30,3017,PARTIAL,6389.72,2026-03-13
3248,902231,0-30,3017,PARTIAL,1363.91,2026-04-04
3249,902231,0-30,3017,PARTIAL,1099.68,2026-04-26
3250,902231,0-30,3017,PENDING,0.0,2026-05-19
3251,902231,30-60,3017,PENDING,0.0,2026-06-10
3252,902231,60-90,3017,PENDING,0.0,2026-07-02
3253,902231,90+,3017,WRITE_OFF,944.31,2026-07-25
3254,902232,0-30,3022,PENDING,0.0,2026-01-07
3255,902232,0-30,3022,PENDING,0.0,2026-02-04
3256,902232,0-30,3022,PENDING,0.0,2026-03-05
3257,902232,0-30,3022,PARTIAL,5840.82,2026-04-02
3258,902232,0-30,3022,PENDING,0.0,2026-04-30
3259,902232,30-60,3022,PARTIAL,6995.55,2026-05-29
3260,902232,60-90,3022,PENDING,0.0,2026-06-26
3261,902232,90+,3022,PARTIAL,7126.15,2026-07-25
3262,902233,0-30,3058,PARTIAL,495.8,2026-07-25
3263,902234,30-60,3022,PARTIAL,58315.05,2026-06-17
3264,902234,60-90,3022,PENDING,0.0,2026-07-25
3265,902247,0-30,3002,PENDING,0.0,2026-06-27
3266,902247,0-30,3002,PARTIAL,87871.68,2026-07-11
3267,902247,30-60,3002,PARTIAL,46986.47,2026-07-25
3268,902248,30-60,3019,PENDING,0.0,2026-07-25
3269,902249,0-30,3010,PENDING,0.0,2026-07-07
3270,902249,0-30,3010,PENDING,0.0,2026-07-13
3271,902249,0-30,3010,PARTIAL,8589.76,2026-07-19
3272,902249,0-30,3010,PARTIAL,4525.66,2026-07-25
3273,902250,0-30,3075,PENDING,0.0,2026-02-24
3274,902250,0-30,3075,PENDING,0.0,2026-03-26
3275,902250,0-30,3075,PENDING,0.0,2026-04-25
3276,902250,30-60,3075,PENDING,0.0,2026-05-25
3277,902250,60-90,3075,PARTIAL,143951.06,2026-06-24
3278,902250,90+,3075,PENDING,0.0,2026-07-25
3279,902251,0-30,3021,PARTIAL,431676.44,2025-12-23
3280,902251,0-30,3021,PENDING,0.0,2026-01-23
3281,902251,0-30,3021,PARTIAL,248886.25,2026-02-22
3282,902251,0-30,3021,PENDING,0.0,2026-03-25
3283,902251,0-30,3021,PENDING,0.0,2026-04-24
3284,902251,30-60,3021,PENDING,0.0,2026-05-25
3285,902251,60-90,3021,PENDING,0.0,2026-06-24
3286,902251,90+,3021,WRITE_OFF,205470.8,2026-07-25
3287,902255,0-30,3069,PENDING,0.0,2026-07-25
3288,902257,0-30,3028,PARTIAL,186569.64,2025-10-07
3289,902257,0-30,3028,PENDING,0.0,2025-10-31
3290,902257,0-30,3028,PENDING,0.0,2025-11-24
3291,902257,0-30,3028,PARTIAL,50334.17,2025-12-18
3292,902257,0-30,3028,PARTIAL,47125.18,2026-01-12
3293,902257,0-30,3028,PARTIAL,52216.21,2026-02-05
3294,902257,0-30,3028,PENDING,0.0,2026-03-01
3295,902257,0-30,3028,PENDING,0.0,2026-03-25
3296,902257,0-30,3028,PENDING,0.0,2026-04-19
3297,902257,0-30,3028,PARTIAL,176038.85,2026-05-13
3298,902257,30-60,3028,PENDING,0.0,2026-06-06
3299,902257,60-90,3028,PARTIAL,155355.02,2026-06-30
3300,902257,90+,3028,PENDING,0.0,2026-07-25
3301,902264,0-30,3065,PENDING,0.0,2025-09-16
3302,902264,0-30,3065,PENDING,0.0,2025-10-10
3303,902264,0-30,3065,PENDING,0.0,2025-11-03
3304,902264,0-30,3065,PENDING,0.0,2025-11-27
3305,902264,0-30,3065,PENDING,0.0,2025-12-21
3306,902264,0-30,3065,PENDING,0.0,2026-01-14
3307,902264,0-30,3065,PENDING,0.0,2026-02-07
3308,902264,0-30,3065,PENDING,0.0,2026-03-03
3309,902264,0-30,3065,PENDING,0.0,2026-03-27
3310,902264,0-30,3065,PENDING,0.0,2026-04-20
3311,902264,0-30,3065,PARTIAL,255799.28,2026-05-14
3312,902264,30-60,3065,PENDING,0.0,2026-06-07
3313,902264,60-90,3065,PENDING,0.0,2026-07-01
3314,902264,90+,3065,WRITE_OFF,25735.77,2026-07-25
3315,902265,30-60,3078,PENDING,0.0,2026-07-25
3316,902270,0-30,3055,PARTIAL,17873.92,2026-07-07
3317,902270,0-30,3055,PARTIAL,29675.93,2026-07-13
3318,902270,0-30,3055,PENDING,0.0,2026-07-19
3319,902270,0-30,3055,RECOVERED,58151.39,2026-07-25
3320,902271,0-30,3058,PENDING,0.0,2026-06-09
3321,902271,30-60,3058,PARTIAL,568.38,2026-07-02
3322,902271,60-90,3058,PENDING,0.0,2026-07-25
3323,902272,0-30,3046,PARTIAL,65628.98,2025-08-30
3324,902272,0-30,3046,PARTIAL,46774.24,2025-10-06
3325,902272,0-30,3046,PENDING,0.0,2025-11-11
3326,902272,0-30,3046,PENDING,0.0,2025-12-18
3327,902272,0-30,3046,PENDING,0.0,2026-01-23
3328,902272,0-30,3046,PENDING,0.0,2026-03-01
3329,902272,0-30,3046,PENDING,0.0,2026-04-06
3330,902272,30-60,3046,PENDING,0.0,2026-05-13
3331,902272,60-90,3046,PENDING,0.0,2026-06-18
3332,902272,90+,3046,PENDING,0.0,2026-07-25
3333,902274,0-30,3060,PENDING,0.0,2026-07-25
3334,902284,0-30,3041,PARTIAL,456095.64,2025-09-19
3335,902284,0-30,3041,PENDING,0.0,2025-10-15
3336,902284,0-30,3041,PENDING,0.0,2025-11-10
3337,902284,0-30,3041,PENDING,0.0,2025-12-05
3338,902284,0-30,3041,PENDING,0.0,2025-12-31
3339,902284,0-30,3041,PENDING,0.0,2026-01-26
3340,902284,0-30,3041,PENDING,0.0,2026-02-20
3341,902284,0-30,3041,PENDING,0.0,2026-03-18
3342,902284,0-30,3041,PENDING,0.0,2026-04-13
3343,902284,0-30,3041,PENDING,0.0,2026-05-08
3344,902284,30-60,3041,PENDING,0.0,2026-06-03
3345,902284,60-90,3041,PENDING,0.0,2026-06-29
3346,902284,90+,3041,WRITE_OFF,138349.11,2026-07-25
3347,902293,0-30,3049,PENDING,0.0,2025-10-22
3348,902293,0-30,3049,PENDING,0.0,2025-11-22
3349,902293,0-30,3049,PENDING,0.0,2025-12-22
3350,902293,0-30,3049,PENDING,0.0,2026-01-22
3351,902293,0-30,3049,PENDING,0.0,2026-02-22
3352,902293,0-30,3049,PENDING,0.0,2026-03-24
3353,902293,0-30,3049,PARTIAL,96413.72,2026-04-24
3354,902293,30-60,3049,PENDING,0.0,2026-05-24
3355,902293,60-90,3049,PARTIAL,140690.29,2026-06-24
3356,902293,90+,3049,PENDING,0.0,2026-07-25
3357,902294,0-30,3022,PARTIAL,17577.1,2026-07-08
3358,902294,30-60,3022,PENDING,0.0,2026-07-25
3359,902299,0-30,3059,PENDING,0.0,2026-07-02
3360,902299,0-30,3059,PENDING,0.0,2026-07-10
3361,902299,0-30,3059,PENDING,0.0,2026-07-17
3362,902299,0-30,3059,PENDING,0.0,2026-07-25
3363,902303,0-30,3057,PENDING,0.0,2025-08-15
3364,902303,0-30,3057,PARTIAL,2528.64,2025-09-05
3365,902303,0-30,3057,PENDING,0.0,2025-09-27
3366,902303,0-30,3057,PARTIAL,610.02,2025-10-18
3367,902303,0-30,3057,PENDING,0.0,2025-11-09
3368,902303,0-30,3057,PARTIAL,816.56,2025-11-30
3369,902303,0-30,3057,PENDING,0.0,2025-12-22
3370,902303,0-30,3057,PENDING,0.0,2026-01-12
3371,902303,0-30,3057,PENDING,0.0,2026-02-03
3372,902303,0-30,3057,PENDING,0.0,2026-02-24
3373,902303,0-30,3057,PENDING,0.0,2026-03-18
3374,902303,0-30,3057,PENDING,0.0,2026-04-08
3375,902303,0-30,3057,PENDING,0.0,2026-04-30
3376,902303,0-30,3057,PENDING,0.0,2026-05-21
3377,902303,30-60,3057,PENDING,0.0,2026-06-12
3378,902303,60-90,3057,PARTIAL,1904.83,2026-07-03
3379,902303,90+,3057,PENDING,0.0,2026-07-25
3380,902305,0-30,3071,PENDING,0.0,2025-11-12
3381,902305,0-30,3071,PENDING,0.0,2025-11-28
3382,902305,0-30,3071,PARTIAL,71259.38,2025-12-14
3383,902305,0-30,3071,PENDING,0.0,2025-12-30
3384,902305,0-30,3071,PENDING,0.0,2026-01-15
3385,902305,0-30,3071,PENDING,0.0,2026-01-31
3386,902305,0-30,3071,PARTIAL,36437.09,2026-02-16
3387,902305,0-30,3071,PENDING,0.0,2026-03-04
3388,902305,0-30,3071,PENDING,0.0,2026-03-19
3389,902305,0-30,3071,PARTIAL,66897.99,2026-04-04
3390,902305,0-30,3071,PENDING,0.0,2026-04-20
3391,902305,0-30,3071,PENDING,0.0,2026-05-06
3392,902305,0-30,3071,PENDING,0.0,2026-05-22
3393,902305,0-30,3071,PENDING,0.0,2026-06-07
3394,902305,30-60,3071,PENDING,0.0,2026-06-23
3395,902305,60-90,3071,PENDING,0.0,2026-07-09
3396,902305,90+,3071,PARTIAL,78668.71,2026-07-25
3397,902307,0-30,3030,PARTIAL,33840.79,2026-07-25
3398,902309,0-30,3033,PARTIAL,107488.98,2025-08-22
3399,902309,0-30,3033,PENDING,0.0,2025-09-19
3400,902309,0-30,3033,PENDING,0.0,2025-10-17
3401,902309,0-30,3033,PENDING,0.0,2025-11-14
3402,902309,0-30,3033,PARTIAL,106496.37,2025-12-12
3403,902309,0-30,3033,PARTIAL,254076.83,2026-01-09
3404,902309,0-30,3033,PENDING,0.0,2026-02-06
3405,902309,0-30,3033,PENDING,0.0,2026-03-06
3406,902309,0-30,3033,PENDING,0.0,2026-04-03
3407,902309,0-30,3033,PENDING,0.0,2026-05-01
3408,902309,30-60,3033,PARTIAL,216210.18,2026-05-29
3409,902309,60-90,3033,PARTIAL,317087.42,2026-06-26
3410,902309,90+,3033,PENDING,0.0,2026-07-25
3411,902313,0-30,3010,PENDING,0.0,2026-05-30
3412,902313,30-60,3010,PENDING,0.0,2026-06-27
3413,902313,60-90,3010,WRITE_OFF,3119.87,2026-07-25
3414,902318,30-60,3037,PENDING,0.0,2026-07-25
3415,902320,0-30,3078,PENDING,0.0,2025-10-11
3416,902320,0-30,3078,PENDING,0.0,2025-11-04
3417,902320,0-30,3078,PENDING,0.0,2025-11-28
3418,902320,0-30,3078,PENDING,0.0,2025-12-22
3419,902320,0-30,3078,PENDING,0.0,2026-01-15
3420,902320,0-30,3078,PENDING,0.0,2026-02-08
3421,902320,0-30,3078,PARTIAL,273973.94,2026-03-03
3422,902320,0-30,3078,PENDING,0.0,2026-03-27
3423,902320,0-30,3078,PENDING,0.0,2026-04-20
3424,902320,0-30,3078,PARTIAL,289817.24,2026-05-14
3425,902320,30-60,3078,PENDING,0.0,2026-06-07
3426,902320,60-90,3078,PARTIAL,270155.88,2026-07-01
3427,902320,90+,3078,PENDING,0.0,2026-07-25
3428,902322,0-30,3074,PENDING,0.0,2026-01-30
3429,902322,0-30,3074,PARTIAL,5452.53,2026-03-06
3430,902322,0-30,3074,PENDING,0.0,2026-04-10
3431,902322,30-60,3074,PENDING,0.0,2026-05-15
3432,902322,60-90,3074,PENDING,0.0,2026-06-19
3433,902322,90+,3074,WRITE_OFF,1925.56,2026-07-25
3434,902327,0-30,3032,PENDING,0.0,2026-05-10
3435,902327,0-30,3032,PENDING,0.0,2026-05-29
3436,902327,30-60,3032,PENDING,0.0,2026-06-17
3437,902327,60-90,3032,PENDING,0.0,2026-07-06
3438,902327,90+,3032,WRITE_OFF,32763.79,2026-07-25
3439,902334,0-30,3037,PENDING,0.0,2026-03-24
3440,902334,30-60,3037,PENDING,0.0,2026-05-04
3441,902334,60-90,3037,PENDING,0.0,2026-06-14
3442,902334,90+,3037,PENDING,0.0,2026-07-25
3443,902335,0-30,3002,PARTIAL,46634.5,2026-02-07
3444,902335,0-30,3002,PENDING,0.0,2026-03-13
3445,902335,0-30,3002,PENDING,0.0,2026-04-15
3446,902335,30-60,3002,PENDING,0.0,2026-05-19
3447,902335,60-90,3002,PARTIAL,107142.04,2026-06-21
3448,902335,90+,3002,PENDING,0.0,2026-07-25
3449,902337,0-30,3057,PENDING,0.0,2026-07-03
3450,902337,0-30,3057,PARTIAL,2025.17,2026-07-14
3451,902337,30-60,3057,PENDING,0.0,2026-07-25
3452,902343,0-30,3015,PARTIAL,2757.98,2026-07-25
3453,902347,0-30,3061,PENDING,0.0,2026-07-03
3454,902347,30-60,3061,RECOVERED,45117.06,2026-07-25
3455,902351,60-90,3012,PENDING,0.0,2026-05-22
3456,902351,90+,3012,WRITE_OFF,33649.02,2026-07-25
3457,902354,0-30,3063,PENDING,0.0,2025-09-11
3458,902354,0-30,3063,PENDING,0.0,2025-10-05
3459,902354,0-30,3063,PENDING,0.0,2025-10-30
3460,902354,0-30,3063,PARTIAL,120000.81,2025-11-23
3461,902354,0-30,3063,PARTIAL,99090.87,2025-12-17
3462,902354,0-30,3063,PENDING,0.0,2026-01-11
3463,902354,0-30,3063,PENDING,0.0,2026-02-04
3464,902354,0-30,3063,PENDING,0.0,2026-02-28
3465,902354,0-30,3063,PARTIAL,56547.3,2026-03-25
3466,902354,0-30,3063,PENDING,0.0,2026-04-18
3467,902354,0-30,3063,PARTIAL,42694.84,2026-05-12
3468,902354,30-60,3063,PENDING,0.0,2026-06-06
3469,902354,60-90,3063,PARTIAL,15377.54,2026-06-30
3470,902354,90+,3063,PENDING,0.0,2026-07-25
3471,902355,0-30,3063,PENDING,0.0,2026-06-25
3472,902355,0-30,3063,PENDING,0.0,2026-07-02
3473,902355,0-30,3063,PENDING,0.0,2026-07-10
3474,902355,0-30,3063,PARTIAL,30834.94,2026-07-17
